Acc #,Games Attended,Seat Qty, Net Revenue , Most Common Section ,Region,Gender,Age
651375,4,6, $239.46 , Attacking Corner ,Scarborough (Guildwood),F,37
12714152,4,6, $159.25 , Attacking Corner - Upper ,Downtown Toronto (Harbourfront),F,24
13155473,4,11, $385.04 , Attacking Corner ,West Toronto (Runnymede),F,44
1006466,4,6, $424.76 , Club Gold ,Etobicoke (Rexdale),F,30
13693536,4,4, $69.29 , Family Zone ,Scarborough (STC),F,23
13997637,4,9, $226.43 , Defensive Corner - Upper ,Downtown Toronto (Church & Wellesley),F,31
16718800,4,11, $363.81 , Defensive Ends ,Richmond Hill (Oak Ridges / Lake Wilcox / Temperanceville),F,39
12388704,4,10, $483.33 , Attacking Corner ,Scarborough (Woburn),F,43
11456783,4,12, $335.71 , Defensive Corner - Upper ,North York (Downsview Central),F,45
11907634,4,7, $403.81 , Blue Line ,North York (Downsview Northeast),F,46
13042201,4,12, $274.29 , Family Zone ,North York (Downsview Northeast),F,45
9024031,4,12, $891.90 , Club Rinkside ,Scarborough (Golden Mile),F,29
12076093,4,16, $571.43 , Family Zone ,North York (Don Mills),F,35
4831241,4,13, $393.57 , Defensive Ends ,West Toronto (Parkdale),F,26
16230637,4,14, $574.29 , Attacking Corner ,Etobicoke (South Steeles),F,33
16199920,4,6, $278.81 , Defensive Corner - Upper ,Etobicoke (South Steeles),F,53
13413431,4,11, $276.90 , Attacking Corner - Upper ,Scarborough (Malvern),F,28
9922138,4,9, $213.57 , Defensive Corner - Upper ,Downtown Toronto (Richmond/Adelaide/King),F,29
8683157,4,10, $339.05 , Attacking Corner ,Downtown Toronto (Church & Wellesley),F,17
14869451,4,12, $345.95 , Family Zone ,West Toronto (Parkdale),F,36
10617333,4,6, $272.62 , Blue Line ,Downtown Toronto (U of T),F,27
10262868,4,8, $289.29 , Attacking Corner ,Downtown Toronto (Garden District),F,40
12452471,4,13, $510.00 , Attacking Corner ,Scarborough (Wexford),F,47
14134557,4,10, $777.14 , Club Rinkside ,West Toronto (Parkdale),F,46
6917858,4,14, $712.90 , Blue Line ,North York (Downsview West),F,36
14575468,4,8, $524.29 , Club Rinkside ,North York (Don Mills),F,24
13666629,3,7, $282.86 , Attacking Corner ,Downtown Toronto (Christie),F,51
599642,3,8, $307.14 , Attacking Ends ,Etobicoke (Eringate),F,36
16677293,3,6, $332.86 , Blue Line ,Etobicoke (Eringate),F,44
17075223,3,6, $339.05 , Blue Line ,West Toronto (Runnymede),F,35
13192669,3,17, $451.20 , Defensive Corner - Upper ,York (Caledonia-Fairbanks),F,42
13283330,3,9, $517.86 , Blue Line ,East Toronto (Riverdale),F,25
13204621,3,5, $377.86 , Club Rinkside ,Downtown Toronto (Cabbagetown),F,38
9187000,3,9, $435.00 , Club Platinum ,Scarborough (Cedarbrae),F,39
8181818,3,18, $752.86 , Attacking Corner ,North York (Downsview Northeast),F,59
8968491,3,6, $108.57 , Family Zone ,Downtown Toronto (Rosedale),F,45
17808671,3,4, $183.81 , Defensive Ends ,Downtown Toronto (Chinatown),F,34
13272828,3,5, $147.62 , Blue Line ,North York (Hillcrest Village),F,48
14910824,3,6, $242.38 , Defensive Ends ,Scarborough (Malvern),F,44
12989317,3,6, $210.48 , Defensive Ends ,North York (Fairview),F,42
13093071,3,5, $182.38 , Attacking Ends ,North York (Lawrence),F,55
14163539,3,7, $144.29 , Family Zone ,West Toronto (Parkdale),F,26
1772805,3,8, $263.57 , Attacking Ends ,North York (Downsview West),F,34
11613656,3,10, $334.29 , Attacking Corner ,Hamilton (Barnstown / West Chappel / Allison / Ryckmans / Mewburn / Sheldon / Falkirk / Carpenter / Kennedy),F,40
10641614,3,9, $331.43 , Attacking Corner ,Scarborough (Birch Cliff),F,17
2162290,3,12, $690.48 , Blue Line ,Scarborough (Birch Cliff),F,48
13039631,3,9, $265.99 , Attacking Corner ,Scarborough (STC),F,39
2201334,3,6, $205.71 , Attacking Corner - Upper ,Brampton (East),F,35
17468702,3,9, $431.19 , Blue Line ,North York (Downsview Central),F,25
15166650,3,10, $333.57 , Defensive Ends ,York (Humewood-Cedarvale),F,28
16121626,3,11, $464.05 , Blue Line ,Downtown Toronto (St. James Town),F,47
12360341,3,8, $377.14 , Club Rinkside ,Etobicoke (South Steeles),F,42
14006137,3,7, $184.52 , Defensive Corner - Upper ,Central Toronto (Yorkville),F,31
15978467,3,6, $238.10 , Club Gold ,Central Toronto (Yorkville),F,34
9720474,3,12, $715.48 , Club Glass ,West Toronto (Brockton),F,36
8601839,3,6, $265.71 , Defensive Ends ,Richmond Hill (Central),F,37
12434757,3,6, $462.86 , Club Platinum ,North York (Willowdale),F,35
16225594,3,5, $147.14 , Defensive Corner - Upper ,Central Toronto (Yorkville),F,27
16971985,3,9, $258.57 , Defensive Ends ,Downtown Toronto (Church & Wellesley),F,34
7100681,3,6, $372.86 , Club Platinum ,North York (Downsview West),F,34
3837112,3,6, $182.86 , Attacking Corner ,Downtown Toronto (Richmond/Adelaide/King),F,43
10236499,3,6, $176.19 , Defensive Corner - Upper ,Scarborough (Cedarbrae),F,32
14612023,3,6, $332.86 , Blue Line ,Scarborough (Wexford),F,27
15148275,3,7, $402.62 , Blue Line ,North York (Don Mills),F,34
14801056,3,9, $616.67 , Club Rinkside ,York (Humewood-Cedarvale),F,28
15783500,3,6, $379.05 , Club Rinkside ,Scarborough (Golden Mile),F,25
13076423,3,5, $86.78 , Family Zone ,West Toronto (Runnymede),F,19
10905402,3,7, $171.67 , Defensive Ends ,Downtown Toronto (Richmond/Adelaide/King),F,46
7265260,3,5, $132.81 , Defensive Ends ,Downtown Toronto (Rosedale),F,33
13046001,3,4, $106.25 , Defensive Ends ,Etobicoke (Rexdale),F,32
14400573,3,9, $266.67 , Attacking Corner ,North York (Fairview),F,26
13480497,3,12, $658.10 , Club Gold ,Etobicoke (Rexdale),F,29
13037955,3,3, $231.43 , Club Platinum ,Scarborough (Birch Cliff),F,28
14214633,3,5, $278.81 , Blue Line ,Scarborough (Birch Cliff),F,47
9839247,3,9, $252.38 , Club Platinum ,Scarborough (Woburn),F,37
13140021,3,16," $1,853.81 ", Premium ,Scarborough (Woburn),F,20
13825977,3,6, $91.43 , Family Zone ,Central Toronto (Yorkville),F,26
9578699,3,6, $203.33 , Attacking Corner - Upper ,Central Toronto (Yorkville),F,27
11829881,3,4, $263.33 , Blue Line ,Central Toronto (Summerhill East),F,43
13039332,3,6, $480.00 , Blue Line ,West Toronto (Dufferin),F,59
16225673,3,8, $206.19 , Defensive Ends ,Etobicoke (Queensway),F,47
14982251,3,4, $161.67 , Club Gold ,North York (Willowdale South),F,15
17100891,3,9, $592.14 , Blue Line ,North York (Downsview West),F,58
2889453,3,3, $159.29 , Club Rinkside ,North York (Downsview Northeast),F,36
16705580,3,6, $312.86 , Club Glass ,York (Caledonia-Fairbanks),F,41
13042239,3,6, $325.71 , Attacking Corner ,Etobicoke (Queensway),F,23
13289942,3,10, $208.57 , Family Zone ,Downtown Toronto (U of T),F,43
14239992,3,6, $159.37 , Defensive Ends ,Downtown Toronto (Cabbagetown),F,37
4087707,3,5, $336.67 , Club Platinum ,Downtown Toronto (Harbourfront),F,36
16679144,3,4, $97.38 , Defensive Ends ,East York (Woodbine Heights),F,28
15922162,3,6, $240.00 , Attacking Corner ,Scarborough (Wexford),F,29
5657055,3,9, $298.33 , Defensive Ends ,West Toronto (Runnymede),F,28
6505503,3,6, $119.52 , Family Zone ,North York (Downsview Northeast),F,18
10894138,3,8, $206.19 , Defensive Ends ,East York (Woodbine Heights),F,46
13214559,3,7, $194.05 , Defensive Ends ,Downtown Toronto (Cabbagetown),F,49
9763106,3,6, $147.62 , Defensive Ends ,Etobicoke (Queensway),F,36
13040972,3,6, $186.67 , Defensive Ends ,Scarborough (STC),F,43
11776439,3,7, $315.95 , Blue Line ,Downtown Toronto (Chinatown),F,28
16062148,3,6, $108.57 , Family Zone ,Downtown Toronto (Richmond/Adelaide/King),F,26
10166495,3,8, $234.29 , Defensive Ends ,Etobicoke (Eringate),F,25
16508589,3,6, $221.43 , Attacking Ends ,North York (Hillcrest Village),F,26
9075855,3,7, $272.38 , Attacking Corner ,Downtown Toronto (Church & Wellesley),F,32
6736125,3,6, $210.95 , Defensive Ends ,West Toronto (Brockton),F,40
4756647,3,6, $249.52 , Attacking Corner ,Downtown Toronto (Rosedale),F,37
6065599,3,6, $159.52 , Defensive Ends ,North York (Downsview Central),F,57
17016469,3,6, $184.29 , Attacking Corner - Upper ,Downtown Toronto (St. James Town),F,44
5569530,3,3, $85.00 , Attacking Corner - Upper ,Downtown Toronto (Chinatown),F,49
14504201,3,7, $160.48 , Family Zone ,Scarborough (Golden Mile),F,41
8690285,3,9, $219.52 , Defensive Ends ,Downtown Toronto (Harbourfront),F,34
13304334,3,6, $147.62 , Defensive Ends ,Etobicoke (Queensway),F,36
12651645,3,7, $215.24 , Defensive Ends ,West Toronto (Runnymede),F,40
2053764,3,8, $251.43 , Attacking Corner ,Downtown Toronto (Rosedale),F,34
17633514,3,7, $383.33 , Club Rinkside ,West Toronto (Dufferin),F,30
3910875,3,13, $369.29 , Attacking Corner - Upper ,North York (Lawrence),F,29
16771219,3,6, $216.19 , Attacking Ends ,Downtown Toronto (Rosedale),F,30
6282055,3,8, $271.43 , Defensive Ends ,Etobicoke (Eringate),F,28
3887501,3,12, $260.00 , Family Zone ,Downtown Toronto (Rosedale),F,28
16225461,3,6, $164.29 , Defensive Ends ,Scarborough (Malvern),F,25
2993725,3,6, $462.86 , Club Platinum ,North York (Willowdale South),F,39
16828869,3,6, $280.48 , Blue Line ,Scarborough (Golden Mile),F,25
10904009,3,6, $175.71 , Defensive Ends ,Scarborough (Birch Cliff),F,28
16854519,3,6, $175.71 , Defensive Ends ,North York (Downsview Central),F,31
14665388,3,8, $211.43 , Defensive Corner - Upper ,Scarborough (Golden Mile),F,15
11915958,3,13, $340.71 , Defensive Ends ,Scarborough (Golden Mile),F,36
11673264,3,9, $624.05 , Club Platinum ,North York (Downsview Central),F,48
1674452,3,9, $554.29 , Blue Line ,North York (Downsview Central),F,38
5079239,3,6, $191.90 , Defensive Ends ,Scarborough (Tam O'Shanter),F,34
9180324,3,7, $219.05 , Family Zone ,North York (Don Mills),F,38
10164616,3,10, $339.29 , Attacking Corner ,North York (Lawrence),F,35
15422564,3,6, $201.43 , Blue Line ,Downtown Toronto (Richmond/Adelaide/King),F,44
13035842,3,7, $443.33 , Blue Line ,Scarborough (Tam O'Shanter),F,34
14089694,3,6, $234.29 , Defensive Ends ,West Toronto (High Park),F,24
16664817,3,7, $195.00 , Defensive Corner - Upper ,Downtown Toronto (St. James Town),F,38
17471312,3,6, $345.24 , Blue Line ,Etobicoke (South Steeles),F,28
10421968,3,11, $521.43 , Attacking Corner ,West Toronto (Runnymede),F,33
13040285,3,6, $311.43 , Blue Line ,Downtown Toronto (Christie),F,39
13201561,3,9, $410.00 , Club Platinum ,Scarborough (Tam O'Shanter),F,34
16437229,3,11, $322.14 , Defensive Ends ,Scarborough (Woburn),F,34
13342522,3,10, $229.52 , Family Zone ,North York (Fairview),F,53
13712144,3,6, $260.48 , Blue Line ,York (Humewood-Cedarvale),F,27
16611162,3,7, $302.14 , Attacking Corner ,Downtown Toronto (Church & Wellesley),F,42
13039707,3,11, $397.80 , Attacking Corner ,Scarborough (Tam O'Shanter),F,27
8305508,3,5, $178.41 , Blue Line ,Scarborough (Guildwood),F,23
15970678,3,7, $219.05 , Family Zone ,North York (Downsview Northeast),F,45
13038362,3,6, $163.81 , Defensive Ends ,Scarborough (Golden Mile),F,17
14956345,3,6, $242.38 , Defensive Ends ,Downtown Toronto (St. James Town),F,44
15715792,3,3, $91.43 , Attacking Corner ,Etobicoke (Rexdale),F,43
17846740,3,6, $257.14 , Attacking Corner ,West Toronto (Runnymede),F,32
16020304,3,6, $230.95 , Attacking Corner ,Downtown Toronto (Christie),F,32
1731562,3,6, $238.10 , Attacking Corner ,Central Toronto (Summerhill East),F,23
13342431,3,6, $221.43 , Attacking Corner ,Scarborough (STC),F,31
15122756,3,6, $151.32 , Blue Line ,Scarborough (Wexford),F,40
13101912,3,9, $315.71 , Defensive Ends ,Scarborough (Woburn),F,18
13034657,3,4, $125.24 , Defensive Ends ,North York (Downsview West),F,36
13045979,3,6, $217.73 , Attacking Corner ,East Toronto (Studio District),F,34
5412425,3,21, $479.05 , Family Zone ,Scarborough (Cedarbrae),F,24
12525800,3,6, $235.24 , Attacking Corner ,Scarborough (Woburn),F,55
11017881,3,6, $240.00 , Attacking Corner ,York (Humewood-Cedarvale),F,31
5043235,3,10, $355.24 , Attacking Ends ,North York (Downsview Northeast),F,37
16618535,3,6, $194.29 , Defensive Ends ,North York (Downsview Central),F,25
13579647,3,17, $500.71 , Attacking Corner ,North York (Willowdale South),F,55
14370028,3,4, $83.33 , Family Zone ,Downtown Toronto (Church & Wellesley),F,30
14476749,3,8, $342.86 , Attacking Corner ,North York (Downsview Central),F,29
4070511,3,6, $175.71 , Defensive Ends ,North York (Hillcrest Village),F,50
464990,3,6, $394.84 , Club Gold ,Markham (Berczy Village / Cachet / Angus Glen),F,48
8864082,3,7, $236.60 , Attacking Corner ,York (Humewood-Cedarvale),F,28
13254092,3,6, $114.29 , Family Zone ,Downtown Toronto (St. James Town),F,36
13244383,3,13, $535.71 , Attacking Corner ,Etobicoke (South Steeles),F,23
16885481,3,11, $280.00 , Defensive Ends ,West Toronto (Dufferin),F,34
2627023,3,6, $383.33 , Blue Line ,Scarborough (Kennedy Park),F,46
9805262,3,7, $282.14 , Blue Line ,North York (Downsview West),F,30
11216560,3,9, $326.19 , Attacking Ends ,Downtown Toronto (Cabbagetown),F,23
13172858,3,5, $137.86 , Defensive Ends ,Etobicoke (Eringate),F,25
15958893,3,10, $289.52 , Defensive Ends ,Etobicoke (South Steeles),F,32
1150997,3,6, $419.52 , Club Platinum ,West Toronto (Dufferin),F,45
10127965,3,12, $502.86 , Attacking Corner ,Scarborough (Cedarbrae),F,24
768485,3,6, $125.71 , Family Zone ,West Toronto (Parkdale),F,48
16924431,3,13, $375.71 , Defensive Ends ,Scarborough (Woburn),F,39
7898190,3,6, $183.81 , Defensive Ends ,Downtown Toronto (Central Bay St.),F,34
13046691,3,11, $358.81 , Defensive Ends ,West Toronto (Brockton),F,38
13202229,3,7, $402.16 , Blue Line ,North York (Downsview Central),F,26
15243157,3,6, $183.81 , Defensive Ends ,Brampton (West),F,35
15827093,3,6, $220.95 , Attacking Ends ,Etobicoke (South Steeles),F,31
14273928,3,6, $91.43 , Family Zone ,Etobicoke (Rexdale),F,30
13418452,3,6, $242.38 , Defensive Ends ,Scarborough (Wexford),F,42
9871937,3,6, $200.00 , Attacking Corner - Upper ,North York (Downsview Central),F,33
13386603,3,3, $87.86 , Defensive Ends ,Central Toronto (Summerhill East),F,25
12358904,3,6, $119.52 , Family Zone ,Scarborough (Malvern),F,15
6556813,3,6, $191.90 , Defensive Ends ,Downtown Toronto (Richmond/Adelaide/King),F,30
12019752,3,6, $326.67 , Club Platinum ,North York (Downsview Central),F,43
8564292,3,5, $127.62 , Defensive Corner - Upper ,Downtown Toronto (Central Bay St.),F,48
16715905,3,6, $131.19 , Family Zone ,Downtown Toronto (Church & Wellesley),F,32
14023710,3,7, $197.14 , Defensive Ends ,Scarborough (Malvern),F,20
16256623,3,6, $147.62 , Defensive Ends ,North York (Hillcrest Village),F,44
2705708,3,6, $175.71 , Defensive Ends ,East Toronto (Riverdale),F,36
8595165,3,7, $189.05 , Defensive Ends ,West Toronto (Dufferin),F,34
10922759,3,9, $300.71 , Attacking Corner ,Scarborough (Guildwood),F,14
16226652,3,7, $165.48 , Family Zone ,North York (Willowdale South),F,33
8573939,3,9, $280.95 , Defensive Ends ,Downtown Toronto (CN Tower),F,47
13276209,3,6, $238.10 , Attacking Corner ,Brampton (West),F,38
5378530,3,7, $220.95 , Attacking Corner ,West Toronto (Runnymede),F,32
7943191,3,6, $141.96 , Attacking Corner - Upper ,Etobicoke (Queensway),F,33
17027802,3,10, $312.38 , Defensive Ends ,Downtown Toronto (St. James Town),F,37
13195905,3,11, $365.71 , Attacking Corner - Upper ,North York (Lawrence),F,38
13036832,3,7, $203.63 , Attacking Corner - Upper ,Scarborough (Kennedy Park),F,28
8015035,3,6, $127.62 , Family Zone ,Scarborough (Birch Cliff),F,38
8469855,3,9, $288.57 , Attacking Corner - Upper ,Scarborough (Wexford),F,34
3107644,3,11, $290.48 , Family Zone ,West Toronto (Parkdale),F,44
16164401,3,14, $263.33 , Family Zone ,Etobicoke (Eringate),F,24
16139012,3,7, $120.71 , Family Zone ,Scarborough (Cedarbrae),F,33
124849,3,6, $330.00 , Club Platinum ,Scarborough (Wexford),F,29
9641738,3,6, $462.86 , Club Platinum ,Scarborough (Woburn),F,29
8350877,3,7, $433.57 , Blue Line ,West Toronto (Dufferin),F,20
16474169,3,6, $191.90 , Defensive Ends ,North York (Willowdale),F,28
13035675,3,3, $54.05 , Family Zone ,North York (Don Mills),F,31
8246654,3,6, $198.10 , Attacking Corner - Upper ,West Toronto (Runnymede),F,28
13138478,3,6, $173.33 , Defensive Corner - Upper ,North York (Downsview Central),F,29
13034633,3,5, $116.81 , Attacking Corner - Upper ,Scarborough (Birch Cliff),F,26
14321602,3,8, $189.05 , Defensive Corner - Upper ,Scarborough (Kennedy Park),F,37
4739607,3,13, $318.94 , Attacking Corner - Upper ,Central Toronto (Yorkville),F,35
16207362,3,11, $271.19 , Family Zone ,Downtown Toronto (Cabbagetown),F,43
17392780,3,4, $100.48 , Defensive Corner - Upper ,North York (Don Mills),F,47
13195402,3,4, $89.52 , Family Zone ,Downtown Toronto (Harbourfront),F,23
5596085,3,8, $456.19 , Club Platinum ,Downtown Toronto (Church & Wellesley),F,40
13190131,3,11, $412.86 , Attacking Ends ,Downtown Toronto (U of T),F,19
10255935,3,6, $382.38 , Blue Line ,Mississauga (Malton),F,27
16435836,3,6, $144.29 , Family Zone ,North York (Lawrence),F,42
16714169,3,5, $211.19 , Attacking Ends ,Downtown Toronto (Garden District),F,28
17129255,3,6, $91.43 , Family Zone ,West Toronto (Parkdale),F,48
9878707,3,6, $316.19 , Club Gold ,Etobicoke (Queensway),F,51
16508570,3,8, $308.10 , Defensive Ends ,West Toronto (Brockton),F,33
7259404,3,11, $339.52 , Attacking Corner ,East Toronto (Studio District),F,41
9811329,3,6, $200.00 , Defensive Ends ,North York (Willowdale),F,23
13460554,3,8, $201.19 , Family Zone ,Downtown Toronto (CN Tower),F,19
15563770,3,6, $112.86 , Family Zone ,Scarborough (Golden Mile),F,29
14416952,3,6, $375.24 , Club Platinum ,Richmond Hill (Southeast),F,51
12782008,3,5, $218.57 , Defensive Ends ,Scarborough (Woburn),F,54
14392295,3,11, $381.67 , Attacking Corner ,York (Humewood-Cedarvale),F,31
6991438,3,9, $287.86 , Attacking Corner ,North York (Willowdale),F,14
9188068,3,6, $429.52 , Club Gold ,North York (Willowdale),F,48
5482470,3,7, $310.48 , Club Gold ,Etobicoke (Eringate),F,35
12350075,3,6, $345.24 , Blue Line ,York (Humewood-Cedarvale),F,20
6763771,3,3, $188.24 , Club Gold ,Downtown Toronto (Richmond/Adelaide/King),F,33
13405174,3,7, $349.76 , Blue Line ,Scarborough (Birch Cliff),F,28
5162176,3,6, $136.19 , Family Zone ,Scarborough (Birch Cliff),F,43
14116128,3,6, $206.19 , Attacking Corner ,Scarborough (Woburn),F,26
13711441,3,5, $135.00 , Defensive Corner - Upper ,Central Toronto (Summerhill East),F,46
14158591,3,9, $375.24 , Blue Line ,Scarborough (Malvern),F,14
13712974,3,6, $159.05 , Family Zone ,West Toronto (Parkdale),F,38
13044253,3,10, $426.46 , Blue Line ,East Toronto (Studio District),F,51
14781403,3,9, $342.14 , Defensive Ends ,Etobicoke (Rexdale),F,37
14785507,3,4, $135.48 , Defensive Corner - Upper ,Scarborough (Wexford),F,15
13082709,3,10, $514.76 , Blue Line ,Etobicoke (Rexdale),F,39
9239633,3,5, $344.76 , Club Rinkside ,East Toronto (Riverdale),F,17
17846347,3,9, $527.14 , Blue Line ,Port Hope,F,38
4571609,3,23," $2,397.62 ", Premium ,Downtown Toronto (St. James Town),F,58
11494787,3,7, $169.05 , Family Zone ,Downtown Toronto (Garden District),F,32
13236623,3,6, $158.57 , Defensive Corner - Upper ,North York (Lawrence),F,14
5372357,3,7, $230.00 , Attacking Ends ,York (Humewood-Cedarvale),F,49
